_MeanReward,Steps,_mean_obs,_min_obs,_max_obs,_std_obs,_mean_act,_min_act,_max_act,_std_act,_mean_adv,_min_adv,_max_adv,_std_adv,_mean_discrew,_min_discrew,_max_discrew,_std_discrew,_Iteration,Policy Loss,KL Penalty,Value Error Old,Value Loss Old,Value Error Now,Value Loss Now
-277.96655,10074,0.03657347485374135,-2.0165893288486054,9.989999999999831,0.10200247740232705,-0.028769337,-3.2606797,2.9568648,0.41861552,-2.2570346976695657e-17,-4.1906147778460054,3.741502980572253,0.9999993987309985,-0.5133118034020764,-22.724204378208405,22.1670322077593,37.03275574078515,0,-0.039701324,0.009109673,37.03594375553772,37.943153,37.027364721147045,37.39494
-192.62778,10010,0.03195070485917492,-1.8818424006930772,9.989999999999831,0.10940128414654093,-0.025492866,-3.3530464,2.4996839,0.4039421,1.2776992251430373e-17,-4.42362051873008,4.299575328168216,0.999999375401631,-0.4546234593140831,-22.413933806474073,20.020115665693815,36.343940700217736,1,-0.04025984,0.009176275,36.33434449749214,36.70165,36.336418882900205,36.827
-229.02222,10107,0.0373746733670754,-1.6574001470863968,9.989999999999831,0.10732807283675885,-0.026719026,-2.9982939,2.711996,0.38301268,1.4675551211034026e-17,-3.7467841174825196,3.521591357965859,0.9999993597910387,-0.4214111038581683,-19.140901343509395,18.98176777090372,34.447711151488036,2,-0.040345475,0.009150314,34.44298655390203,34.93341,34.42337796881376,34.960598
-155.16953,10141,0.033063788733576835,-1.8769835344511894,9.989999999999831,0.10397835017358666,-0.01624413,-3.0903568,2.773439,0.3672825,2.101990146218618e-18,-3.3880136256888993,3.311277397199364,0.9999993024912227,-0.3557883044489307,-18.411983588459478,18.5207231242613,28.45759739874784,3,-0.039982278,0.009032264,28.438479349353123,28.975563,28.635031682937072,29.080097
-131.99445,10389,0.030973531425487696,-1.639790282212903,9.989999999999831,0.10117983433825385,-0.017093204,-2.7499967,2.6472158,0.34622455,4.6507754386068736e-17,-3.8496029105849545,3.523129371968535,0.9999993360332209,-0.2858453097772054,-19.820524883169305,18.910771067519374,31.141546908197366,4,-0.039023418,0.009148834,31.398268342994538,31.84329,31.298561026979566,31.77258
-164.84717,10231,0.03532493956100745,-1.8540051661610588,9.989999999999831,0.10488235698538798,-0.027801197,-2.6022854,2.5389333,0.32735467,-1.1893308913978806e-17,-4.836219738351128,4.4095138017553435,0.9999992511214134,-0.2503671386318497,-15.99386976482313,16.00652638930701,22.64440235156117,5,-0.039924916,0.0092202015,22.8385358140999,23.312588,22.64441322278539,22.990616
-186.54517,10938,0.03728847069766676,-1.744487168966918,9.989999999999831,0.10107814828006845,-0.02521992,-2.8757176,2.3867903,0.31208056,-1.2992187525326389e-17,-3.8082096200349946,3.625327163560964,0.9999991776431152,-0.22318996770466767,-15.960380342759619,14.793888706410579,20.091126557979788,6,-0.04087747,0.009149663,20.091696813190264,20.438072,20.091548280489825,20.437916
-94.432655,10855,0.034429017666874256,-1.9097265085232855,9.989999999999831,0.10526276154769966,-0.020154543,-2.4449215,2.4366717,0.29920393,-3.3383398916411894e-17,-3.830062383252603,3.752839436842868,0.9999990931148048,-0.16584969360703064,-14.411477094868061,13.470976906850586,16.314782972775618,7,-0.03934671,0.009071142,16.320847668693663,16.667433,16.316629418751504,16.66317
-104.3997,10708,0.03485156880971964,-1.8798839462020904,9.989999999999831,0.10184114627596584,-0.014349657,-2.5534253,2.4080725,0.28111792,-2.3224687851702938e-18,-4.043877006342021,4.146542137078945,0.9999990902036079,-0.1378557474487011,-15.359995430864046,14.966071765109017,16.573647728512316,8,-0.039575912,0.009182082,16.578683651578864,16.925606,16.573854955910324,16.920708
-75.208595,10120,0.03585569024887325,-1.8059482854665645,9.989999999999831,0.09933446548236076,-0.011496116,-2.354736,2.3566272,0.26790658,1.4042346556523719e-18,-3.413664488070354,3.3101961536979276,0.9999990017136318,-0.10016211125489773,-11.529273520633405,11.175030390346116,13.382763002107577,9,-0.04013364,0.009201835,13.383305810149,13.730752,13.382848808614332,13.730286
-19.023344,10445,0.030084249879901125,-2.0126067397552325,9.989999999999831,0.0939498429992137,-0.0048320726,-2.8097723,2.1837044,0.2556504,-2.040812070158258e-18,-3.6419683569135612,3.5323032283940585,0.9999989222912506,-0.038307932573649624,-11.887240631831757,11.575952577122406,10.501070745653326,10,-0.040095627,0.00898084,10.506128424382466,10.854127,10.50184753207652,10.849833
